id,path,w,h,kb,top8,dups
113,All/Pro_Tools_Cleanup/Folder_Open.jpg,330,324,13,0.732,0
114,All/Pro_Tools_Cleanup/Press_Yes.jpg,400,154,11,0.746,0
115,All/Pro_Tools_Cleanup/Right_Click_Compress.jpg,488,457,23,0.735,0
116,All/Pro_Tools_Cleanup/Save_Copy_in_Dialog.jpg,500,470,28,0.86,0
117,All/Pro_Tools_Cleanup/Save_Copy_in_Menu.jpg,392,561,29,0.485,0
118,All/Pro_Tools_Cleanup/Select_Delete.jpg,497,162,14,0.743,0
119,All/Pro_Tools_Cleanup/Select_Unused.jpg,900,369,59,0.382,0
120,All/Pro_Tools_Cleanup/Session_Folder.jpg,237,286,9,0.712,0
121,All/Student_Essentials/Assignment_Page_Icon_Map.png,1600,900,130,0.958,0
122,All/Student_Essentials/Attendance_and_Late_Work_Chart.png,1600,900,70,0.987,0
123,All/Student_Essentials/Canvas_Layout_Map.png,1600,900,84,0.963,0
124,All/Student_Essentials/Contacting_Your_Instructor.png,1600,900,91,0.972,0
125,All/Student_Essentials/Credit_Hour_Rule.png,1600,900,48,0.997,0
126,All/Student_Essentials/Feedback_Loop.png,1600,900,75,0.979,0
127,All/Student_Essentials/SI_Prefix_Ladder.png,1600,900,107,0.979,0
128,All/Student_Essentials/Screenshots_to_PDF_Workflow.png,1600,900,75,0.974,0
129,All/Student_Essentials/Weekly_Planning_Desk.png,1600,900,524,0.146,0
130,All/Student_Essentials/Where_to_Get_Help.png,1600,900,88,0.982,0
131,All/Time_Expectations/_unused/time-expectations-credit-hour-rule-01.png,1600,900,342,0.969,0
132,DAPR-2000--Digital_Audio_Essentials/Auxiliary_Resources/Reference_Downloads.png,1672,941,1944,0.193,0
133,DAPR-2000--Digital_Audio_Essentials/Careers__Audio_Careers/Game_Audio_Pipeline.png,1600,900,370,0.956,0
134,DAPR-2000--Digital_Audio_Essentials/Careers__Audio_Careers/Live_Sound_Roles.png,1600,900,547,0.93,0
135,DAPR-2000--Digital_Audio_Essentials/Careers__Audio_Careers/Music_Production_Roles.png,1600,900,326,0.963,0
136,DAPR-2000--Digital_Audio_Essentials/Careers__Audio_Careers/Pathway_Map.png,1600,900,625,0.945,0
137,DAPR-2000--Digital_Audio_Essentials/Careers__Audio_Careers/Post_Production_Roles.png,1600,900,557,0.952,0
138,DAPR-2000--Digital_Audio_Essentials/Course_Info/MAC_Disk_Utility_Erase_Button.png,114,120,16,0.912,0
139,DAPR-2000--Digital_Audio_Essentials/Course_Info/MAC_Disk_Utility_Erase_Menu.png,790,268,99,0.737,0
140,DAPR-2000--Digital_Audio_Essentials/Course_Info/MAC_Disk_Utility_Show_All_Devices.png,1062,486,258,0.711,0
141,DAPR-2000--Digital_Audio_Essentials/Course_Info/MAC_Erase_Exfat.png,1050,810,254,0.886,0
142,DAPR-2000--Digital_Audio_Essentials/Course_Orientation/Course_Card.png,860,860,894,0.385,0
143,DAPR-2000--Digital_Audio_Essentials/Course_Orientation/Course_Requirements.png,1672,941,1979,0.437,0
144,DAPR-2000--Digital_Audio_Essentials/Course_Orientation/Prerequisites_Banner.png,1672,941,1734,0.487,0
145,DAPR-2000--Digital_Audio_Essentials/Course_Orientation/Roll_Call_Check_In.png,1672,941,2354,0.265,0
146,DAPR-2000--Digital_Audio_Essentials/Course_Orientation/Syllabus_Banner.png,1672,941,1643,0.09,0
147,DAPR-2000--Digital_Audio_Essentials/Course_Orientation/Term_Timeline.png,1600,900,112,0.966,0
148,DAPR-2000--Digital_Audio_Essentials/DAPR_2000__Final_Exam/Final_Topic_Map.png,1600,900,701,0.955,0
149,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Api_560_Graphic_EQ.png,468,138,98,0.739,0
150,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Bell_EQ_or_Parametric_EQ_Gain.png,680,492,135,0.691,0
151,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Bell_EQ_or_Parametric_EQ_Plus_Gain.png,679,492,135,0.683,0
152,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Compressor_Transfer_Curve.jpg,1672,941,163,0.962,0
153,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/EQ_Filter_Slopes.png,1600,909,91,0.984,0
154,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/EQ_High_Pass_Slopes.jpg,1672,941,200,0.949,0
155,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/EQ_Low_Pass_Slopes.jpg,1672,941,181,0.956,0
156,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/EQ_Shelf_vs_Bell.jpg,1672,941,193,0.938,0
157,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Edit_Tools_Grabber.png,299,91,16,0.914,1
158,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Edit_Tools_Pencil.png,299,91,16,0.914,1
159,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Edit_Tools_Scrubber.png,299,91,16,0.914,1
160,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Edit_Tools_Selector.png,299,91,16,0.914,1
161,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Edit_Tools_Smart_Tool.png,299,91,16,0.912,1
162,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Edit_Tools_Trim.png,299,91,16,0.914,1
163,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Edit_Tools_Zoomer.png,299,91,16,0.914,1
164,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Filter_Curve_1.png,411,124,11,0.976,0
165,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Filter_Curve_2.png,414,127,10,0.98,0
166,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Filter_Curve_3.png,414,134,11,0.979,0
167,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Filter_Curve_4.png,413,144,9,0.982,0
168,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Filter_Curve_5.png,428,132,9,0.976,0
169,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Filter_Curve_6.png,421,144,9,0.984,0
170,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Frequency_Chart.png,398,208,18,0.913,0
171,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Gml_8200_Parametric_EQ.png,1713,313,888,0.565,0
172,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/High_Pass_Filter.png,677,490,133,0.681,0
173,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/High_Shelving_EQ_Gain.png,680,490,135,0.695,0
174,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/High_Shelving_EQ_Plus_Gain.png,682,494,137,0.677,0
175,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Low_Pass_Filter.png,675,488,128,0.684,0
176,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Low_Shelving_EQ_Gain.png,681,493,133,0.682,0
177,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Low_Shelving_EQ_Plus_Gain.png,674,491,130,0.68,0
178,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Maag_Eq4_Air_Band.png,1904,488,1075,0.238,0
179,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Module_Banner.png,1600,500,132,0.979,0
180,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Pro_Tools_Blank_Edit_Window.png,3437,1353,275,0.956,0
181,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Pro_Tools_Blank_Mix_Window.png,3434,1347,214,0.985,1
182,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Pro_Tools_Dashboard_Key.png,574,605,58,0.92,0
183,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Pro_Tools_Dashboard_Key_Blank.png,574,605,59,0.925,0
184,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Pro_Tools_Fader_and_Meters.png,76,267,26,0.814,1
185,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Pro_Tools_I-O.png,76,56,6,0.806,0
186,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Pro_Tools_Inserts.png,73,107,7,0.963,0
187,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Pro_Tools_Panner.png,75,124,9,0.754,0
188,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Pro_Tools_Splash_Screen.png,982,512,194,0.831,0
189,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Pro_Tools_Track_with_Clip.png,555,222,64,0.671,0
190,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Pro_Tools_Track_with_Clip_Labeled.png,555,222,80,0.61,0
191,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Pro_Tools_Transport_Controls.png,158,90,11,0.961,0
192,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/The_Anatomy_of_a_Compressor.png,3750,3300,330,0.879,1
193,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Track_State_Input_Monitor_Highlighted.png,75,124,10,0.761,0
194,DAPR-2000--Digital_Audio_Essentials/DAW__EQ_and_Dynamics/Track_State_Mute_Highlighted.png,75,124,10,0.761,0
195,DAPR-2000--Digital_Audio_Essentials/DAW__Your_First_Mix/Drum_Routing_Example.png,4650,3150,1622,0.748,0
196,DAPR-2000--Digital_Audio_Essentials/DAW__Your_First_Mix/Pro_Tools_Hard_Panned_Channel.png,81,595,19,0.782,1
197,DAPR-2000--Digital_Audio_Essentials/DAW__Your_First_Mix/Sends_Aux_and_Effects.png,2850,2250,923,0.73,1
198,DAPR-2000--Digital_Audio_Essentials/DAW__Your_First_Mix/Three_Checks.png,1600,900,81,0.991,0
199,DAPR-2000--Digital_Audio_Essentials/Digital_Audio__The_Digital_Domain/Bit_Depth_Ladder.png,1600,900,461,0.964,0
200,DAPR-2000--Digital_Audio_Essentials/Digital_Audio__The_Digital_Domain/Bit_Depth_Quantization.jpg,1672,941,260,0.912,0
201,DAPR-2000--Digital_Audio_Essentials/Digital_Audio__The_Digital_Domain/Digital_Audio_Distractor.png,352,143,3,0.981,0
202,DAPR-2000--Digital_Audio_Essentials/Digital_Audio__The_Digital_Domain/Module_Banner.png,1600,500,136,0.982,0
203,DAPR-2000--Digital_Audio_Essentials/Digital_Audio__The_Digital_Domain/Phase_Offset_Distractor.png,1600,900,228,0.987,0
204,DAPR-2000--Digital_Audio_Essentials/Digital_Audio__The_Digital_Domain/Sampled_Waveform_Distractor.png,1600,900,297,0.972,0
205,DAPR-2000--Digital_Audio_Essentials/Digital_Audio__The_Digital_Domain/Sampling_Nyquist.jpg,1672,941,308,0.905,0
206,DAPR-2000--Digital_Audio_Essentials/Digital_Audio__The_Digital_Domain/Sampling_Quantization.png,1600,900,323,0.966,0
207,DAPR-2000--Digital_Audio_Essentials/Instructor_Use_Only_(Hidden)/Uvu_Digital_Media_Logo.png,800,151,18,0.981,1
208,DAPR-2000--Digital_Audio_Essentials/Microphones__Characteristics_Selection_and_Stereo_Techniques/Cardioid_Polar_Chart.png,1600,1600,1184,0.945,0
209,DAPR-2000--Digital_Audio_Essentials/Microphones__Characteristics_Selection_and_Stereo_Techniques/Channel_Strip_with_Centered_Pan_Knobs.png,81,633,19,0.781,0
210,DAPR-2000--Digital_Audio_Essentials/Microphones__Characteristics_Selection_and_Stereo_Techniques/Figure_Eight_Polar_Pattern.jpg,1024,780,73,0.494,0
211,DAPR-2000--Digital_Audio_Essentials/Microphones__Characteristics_Selection_and_Stereo_Techniques/Hypercardioid.png,1669,1669,197,0.989,0
212,DAPR-2000--Digital_Audio_Essentials/Microphones__Characteristics_Selection_and_Stereo_Techniques/Mic_Pattern_Polar_Chart_Cardioid_Labeled.png,1362,1208,257,0.974,0
213,DAPR-2000--Digital_Audio_Essentials/Microphones__Characteristics_Selection_and_Stereo_Techniques/Module_Banner.png,1600,500,69,0.983,0
214,DAPR-2000--Digital_Audio_Essentials/Microphones__Characteristics_Selection_and_Stereo_Techniques/Polar_Chart_Supercardioid_Labeled.png,1000,528,223,0.947,0
215,DAPR-2000--Digital_Audio_Essentials/Microphones__Characteristics_Selection_and_Stereo_Techniques/Polar_Pattern.jpg,1600,1600,380,0.58,0
216,DAPR-2000--Digital_Audio_Essentials/Microphones__Characteristics_Selection_and_Stereo_Techniques/Polar_Pattern_Alt.jpg,1600,1600,355,0.756,0
217,DAPR-2000--Digital_Audio_Essentials/Microphones__Characteristics_Selection_and_Stereo_Techniques/Polar_Pattern_Cardioid_SVG.png,1024,1024,114,0.981,0
218,DAPR-2000--Digital_Audio_Essentials/Microphones__Characteristics_Selection_and_Stereo_Techniques/Polar_Pattern_Supercardioid.png,1600,1600,1070,0.968,0
219,DAPR-2000--Digital_Audio_Essentials/Microphones__Characteristics_Selection_and_Stereo_Techniques/Polar_Patterns.jpg,1672,941,232,0.91,0
220,DAPR-2000--Digital_Audio_Essentials/Microphones__Characteristics_Selection_and_Stereo_Techniques/Polar_Patterns_Chart.png,1600,900,150,0.978,0
221,DAPR-2000--Digital_Audio_Essentials/Microphones__Characteristics_Selection_and_Stereo_Techniques/Polarpatterncomparison.jpg,760,400,43,0.918,0
222,DAPR-2000--Digital_Audio_Essentials/Microphones__Characteristics_Selection_and_Stereo_Techniques/Stereo_Mic_Techniques.jpg,1672,941,319,0.796,0
223,DAPR-2000--Digital_Audio_Essentials/Microphones__Characteristics_Selection_and_Stereo_Techniques/Stereo_Recording_Techniques_Graphic4.jpg,770,400,30,0.984,0
224,DAPR-2000--Digital_Audio_Essentials/Microphones__Characteristics_Selection_and_Stereo_Techniques/Xy_Coincident_Pair.jpg,800,416,28,0.983,0
225,DAPR-2000--Digital_Audio_Essentials/Mixing__Mixing_and_Mastering/Automation_Timeline.png,1600,900,483,0.973,0
226,DAPR-2000--Digital_Audio_Essentials/Mixing__Mixing_and_Mastering/Compressor_Limiter_Iii_Plugin_Window.png,576,397,199,0.676,1
227,DAPR-2000--Digital_Audio_Essentials/Mixing__Mixing_and_Mastering/Loudness_Ceiling.png,1600,900,1075,0.874,0
228,DAPR-2000--Digital_Audio_Essentials/Mixing__Mixing_and_Mastering/Mastering_Chain.png,1600,900,265,0.964,0
229,DAPR-2000--Digital_Audio_Essentials/Mixing__Mixing_and_Mastering/Mix_Arc.png,1600,900,295,0.952,1
230,DAPR-2000--Digital_Audio_Essentials/Mixing__Mixing_and_Mastering/Mix_Bus_vs_Master_Fader.png,1672,941,903,0.959,0
231,DAPR-2000--Digital_Audio_Essentials/Mixing__Mixing_and_Mastering/Module_Banner.png,1600,500,383,0.917,0
232,DAPR-2000--Digital_Audio_Essentials/Mixing__Mixing_and_Mastering/Sample_vs_True_Peak.png,1600,900,86,0.99,0
233,DAPR-2000--Digital_Audio_Essentials/Monitoring__Psychoacoustics/Equal_Loudness.png,1600,900,332,0.963,0
234,DAPR-2000--Digital_Audio_Essentials/Monitoring__Psychoacoustics/Equal_Loudness_Contours.jpg,1672,941,254,0.892,0
235,DAPR-2000--Digital_Audio_Essentials/Monitoring__Psychoacoustics/Fletcher_Munson_Curve.png,1200,675,258,0.853,0
236,DAPR-2000--Digital_Audio_Essentials/Monitoring__Psychoacoustics/Module_Banner.png,1600,500,254,0.965,0
237,DAPR-2000--Digital_Audio_Essentials/Monitoring__Psychoacoustics/Monitor_Triangle.jpg,1448,1086,152,0.956,0
238,DAPR-2000--Digital_Audio_Essentials/Monitoring__Psychoacoustics/Sound_Field_Speaker_Placement.png,740,359,200,0.745,0
239,DAPR-2000--Digital_Audio_Essentials/Pro_Tools__Introduction/Dapr2000_Protools_01_New_Tracks_Dialog.jpg,1630,504,109,0.902,0
240,DAPR-2000--Digital_Audio_Essentials/Pro_Tools__Introduction/Dapr2000_Protools_02_Mix_Window_Sends.jpg,2648,2062,854,0.504,0
241,DAPR-2000--Digital_Audio_Essentials/Pro_Tools__Introduction/Dapr2000_Protools_02_Mix_Window_Track_Types.jpg,1706,1934,544,0.439,0
